id,area_id,name
0f840fab-3e7b-4604-8fdb-84a1b051f32e,25d30aed-f411-4577-a301-d2df1e4d5b3e,San Marino
a9a1515c-3c03-432d-bd3a-dfd8cc7d5ee8,25d30aed-f411-4577-a301-d2df1e4d5b3e,Glendale
60a5ba0f-47c7-401d-8055-9ee37457a18d,25d30aed-f411-4577-a301-d2df1e4d5b3e,La Crescenta
6df03ace-f1e6-4b4f-b33d-de9e68762255,25d30aed-f411-4577-a301-d2df1e4d5b3e,Agoura Hills
fa606e9b-3444-4ba7-9840-2293d33f3e81,25d30aed-f411-4577-a301-d2df1e4d5b3e,Calabasas
e6a2da9b-e4db-4daf-9d1c-644743a9af1a,25d30aed-f411-4577-a301-d2df1e4d5b3e,Canoga Park
03ecfe41-9954-403a-808e-6fba25df554d,25d30aed-f411-4577-a301-d2df1e4d5b3e,Winnetka
87960913-a8c2-4b16-a853-4d2758c7d4bb,25d30aed-f411-4577-a301-d2df1e4d5b3e,West Hills
e43e5576-8014-4d84-8abc-49cfbfa03fea,25d30aed-f411-4577-a301-d2df1e4d5b3e,Castaic
c1907f12-51cc-4439-9528-faacc2148312,25d30aed-f411-4577-a301-d2df1e4d5b3e,Chatsworth
01e3b88a-4d6c-4988-9556-676db35c221c,25d30aed-f411-4577-a301-d2df1e4d5b3e,Encino
53b08581-d34c-40d5-9069-8e31aee34fb2,7cc8aa9a-fd62-4535-88b0-9450554b4847,Newbury Park
cd5d34f1-e4f9-41a5-bbe2-2a99b86407c6,25d30aed-f411-4577-a301-d2df1e4d5b3e,Newhall
6a57ea7e-e7ae-4255-abd2-3fc0f676c596,25d30aed-f411-4577-a301-d2df1e4d5b3e,Northridge
2c81ada9-8126-45a9-b929-97292107be85,25d30aed-f411-4577-a301-d2df1e4d5b3e,Porter Ranch
782c99e0-ae7c-4040-ade9-26de794b95d1,25d30aed-f411-4577-a301-d2df1e4d5b3e,Pacoima
13d5afa0-fc56-4141-9f20-0bfd2c4b9057,25d30aed-f411-4577-a301-d2df1e4d5b3e,Reseda
2c3acba9-280c-427c-99b1-a28d5fbe0e6c,25d30aed-f411-4577-a301-d2df1e4d5b3e,San Fernando
c0d9dd7a-7b14-4c96-90aa-553d4ef28590,25d30aed-f411-4577-a301-d2df1e4d5b3e,Sylmar
8c71bf4b-1972-41ec-b884-32a10ba2bffa,25d30aed-f411-4577-a301-d2df1e4d5b3e,North Hills
67418ed5-62d3-49f8-83c8-92f338b39fab,25d30aed-f411-4577-a301-d2df1e4d5b3e,Granada Hills
a8f9b2b0-1e70-4bd8-a83b-22f757586f7c,25d30aed-f411-4577-a301-d2df1e4d5b3e,Mission Hills
b3273869-b746-4169-a12e-06e06db8b201,25d30aed-f411-4577-a301-d2df1e4d5b3e,Santa Clarita
a212950f-e42d-4ecd-95cf-ff4e9645047a,25d30aed-f411-4577-a301-d2df1e4d5b3e,Canyon Country
03cc4abf-d348-4d39-97ba-b150d58a5346,25d30aed-f411-4577-a301-d2df1e4d5b3e,Sun Valley
2220670b-687e-4675-9123-86b69a78d6c9,25d30aed-f411-4577-a301-d2df1e4d5b3e,Valencia
9ff32684-478f-4a9e-904c-2e228a6245d0,25d30aed-f411-4577-a301-d2df1e4d5b3e,Tarzana
519edfec-01fe-4436-91f3-0b08b6c907a4,7cc8aa9a-fd62-4535-88b0-9450554b4847,Thousand Oaks
436295fb-f1f3-48bf-ab3e-ebb46f37a844,7cc8aa9a-fd62-4535-88b0-9450554b4847,Westlake Village
63e24319-a2de-433a-ae1f-317ee6beba23,25d30aed-f411-4577-a301-d2df1e4d5b3e,Woodland Hills
b64bbe04-96f5-470d-9d62-c86b7e0aefdf,7cc8aa9a-fd62-4535-88b0-9450554b4847,Oak Park
8e1b1070-f235-4fc8-89ca-b10f11e9d22f,25d30aed-f411-4577-a301-d2df1e4d5b3e,Stevenson Ranch
412bddea-7d35-45b1-a1d5-4504d6ab7393,25d30aed-f411-4577-a301-d2df1e4d5b3e,Van Nuys
92d7f807-0bb6-4411-9402-cec9414b8000,25d30aed-f411-4577-a301-d2df1e4d5b3e,Panorama City
867baf73-f5c6-4919-b2fe-53c3fa774991,25d30aed-f411-4577-a301-d2df1e4d5b3e,Sherman Oaks
a380465f-d658-419b-88dd-7447a28efe4d,25d30aed-f411-4577-a301-d2df1e4d5b3e,Burbank
3cf7b3eb-7293-4e57-9849-8bce920eb647,25d30aed-f411-4577-a301-d2df1e4d5b3e,North Hollywood
0b30a2a1-f6e4-4b12-852b-0cadfec603ce,25d30aed-f411-4577-a301-d2df1e4d5b3e,Studio City
f8807ab5-3ce5-44e7-96ee-b8fb5aa5750f,25d30aed-f411-4577-a301-d2df1e4d5b3e,Valley Village
59b04520-c656-41bd-97db-e4838dc13360,25d30aed-f411-4577-a301-d2df1e4d5b3e,Universal City
f4bf2b31-02a2-47fc-a3fc-58ea96901bde,25d30aed-f411-4577-a301-d2df1e4d5b3e,Toluca Lake
77bd3d53-9698-43ae-b99c-a3f45c014502,0844f2bc-f552-4360-8416-24418751222c,Rancho Cucamonga
bd704b40-7d38-4448-bc6d-1e22eeff5722,25d30aed-f411-4577-a301-d2df1e4d5b3e,Azusa
b6b1b0e3-0807-4557-9c37-5e73ec8aa72c,25d30aed-f411-4577-a301-d2df1e4d5b3e,Baldwin Park
f5a714a4-1bbc-49b5-abdc-d5c31f9616e8,0844f2bc-f552-4360-8416-24418751222c,Chino
762c5cf2-4b84-40ce-95a5-8288af021724,0844f2bc-f552-4360-8416-24418751222c,Chino Hills
0957f843-6f7a-44da-a4d0-08019e5233ae,25d30aed-f411-4577-a301-d2df1e4d5b3e,Claremont
facc210e-19c7-4fdc-969b-28aac5b00017,25d30aed-f411-4577-a301-d2df1e4d5b3e,City Of Industry
d505aca6-b9db-4cd3-aa20-784def211b13,25d30aed-f411-4577-a301-d2df1e4d5b3e,Covina
22955c55-7184-4097-b6b7-31e8900ebce7,25d30aed-f411-4577-a301-d2df1e4d5b3e,El Monte
121cff86-573e-4411-840d-9cfc85a0c876,25d30aed-f411-4577-a301-d2df1e4d5b3e,South El Monte
f5faedf3-5176-42af-9144-15ee366c7655,25d30aed-f411-4577-a301-d2df1e4d5b3e,Glendora
5e00904a-721b-408d-8ad1-684bb94c9ef9,0844f2bc-f552-4360-8416-24418751222c,Guasti
bdb1741a-aca2-465f-a81e-83e6b06fe6ea,25d30aed-f411-4577-a301-d2df1e4d5b3e,La Puente
f1c20c8e-a426-4e32-a810-3759d7fa06d8,25d30aed-f411-4577-a301-d2df1e4d5b3e,Hacienda Heights
7a111ff6-97fb-4a82-b15e-4812016afb29,25d30aed-f411-4577-a301-d2df1e4d5b3e,Rowland Heights
c6c513c1-b86d-4f66-bd0b-c2a87c872654,25d30aed-f411-4577-a301-d2df1e4d5b3e,La Verne
19104f7c-ecfe-4c84-a0ca-f40c97e1aa9b,d3759df9-0d72-4da7-99a1-2e98ba4e9e0b,Mira Loma
77c69990-17fc-47c9-bb30-fb75dd7f9b3c,25d30aed-f411-4577-a301-d2df1e4d5b3e,Monterey Park
e767c362-5c7d-431c-bd3c-5ab0555840e7,0844f2bc-f552-4360-8416-24418751222c,Ontario
4ccd8710-c404-40ec-acd5-42fde6eea1f5,25d30aed-f411-4577-a301-d2df1e4d5b3e,Mt Baldy
1aa0ebee-2ef1-4df5-bdfb-0e552d5f68df,0844f2bc-f552-4360-8416-24418751222c,Montclair
7dad6d1b-2a55-4eda-af83-58cf840c1659,25d30aed-f411-4577-a301-d2df1e4d5b3e,Diamond Bar
8e1c5899-3212-460d-bbc9-d2c80cf1e9d9,25d30aed-f411-4577-a301-d2df1e4d5b3e,Pomona
36dc4f3b-b666-468a-9b71-4aadfbf96526,25d30aed-f411-4577-a301-d2df1e4d5b3e,Rosemead
0a3ad9ff-3902-47c6-9e82-23884b6935d1,25d30aed-f411-4577-a301-d2df1e4d5b3e,San Dimas
469250fc-2df3-435a-a418-b5d4989998a1,25d30aed-f411-4577-a301-d2df1e4d5b3e,San Gabriel
12f3ca44-e4c4-4190-8c39-c320051ba65c,25d30aed-f411-4577-a301-d2df1e4d5b3e,Temple City
c98e74a5-0aaa-4a3b-b5fc-f6a0b7e49853,0844f2bc-f552-4360-8416-24418751222c,Upland
e95396f9-d809-4542-93c1-e3c8d193885a,25d30aed-f411-4577-a301-d2df1e4d5b3e,Walnut
e7a0e3a0-aa37-4ee1-bbef-ff350d802222,25d30aed-f411-4577-a301-d2df1e4d5b3e,West Covina
01741f30-60e6-4a66-844f-fb38d9a13d3e,25d30aed-f411-4577-a301-d2df1e4d5b3e,Alhambra
109c8b85-2ab1-46f0-93dd-78b92a54e84e,c224aea6-2d7e-4e13-8906-eff70516549d,Alpine
93d6cff2-d4e6-4ad4-a7c6-5b42f62c302a,c224aea6-2d7e-4e13-8906-eff70516549d,Bonita
a97bbb7c-6b57-4783-b7e7-3efae5879fd5,c224aea6-2d7e-4e13-8906-eff70516549d,Boulevard
f401ca0a-c73d-41c9-95f4-a4f4dd507030,c224aea6-2d7e-4e13-8906-eff70516549d,Campo
14fddecd-e20f-46ec-aacb-6ed4b136589e,c224aea6-2d7e-4e13-8906-eff70516549d,Chula Vista
404a3c36-9241-4865-baa5-2026a44b5658,c224aea6-2d7e-4e13-8906-eff70516549d,Descanso
ca69c7dd-d64a-49b4-a92c-6b1bac507f99,c224aea6-2d7e-4e13-8906-eff70516549d,Dulzura
a02fc7f7-e4a0-4e58-9dce-cd9d917a0aaa,c224aea6-2d7e-4e13-8906-eff70516549d,Guatay
52482571-c202-421d-ae43-1457e510c3c2,c224aea6-2d7e-4e13-8906-eff70516549d,Imperial Beach
56a249ea-cd21-405c-8c44-9ce0074781d0,c224aea6-2d7e-4e13-8906-eff70516549d,Jacumba
9116831d-7dea-45d2-91d6-d0d6265263e4,c224aea6-2d7e-4e13-8906-eff70516549d,Jamul
0f2747a7-bf3a-4ba8-b541-4cdec11a19c8,c224aea6-2d7e-4e13-8906-eff70516549d,La Mesa
ece31e3e-5ebe-487b-bdf2-af705677006b,c224aea6-2d7e-4e13-8906-eff70516549d,Lemon Grove
2880aabb-9c57-4f18-821d-b1a15d6ced1f,c224aea6-2d7e-4e13-8906-eff70516549d,Mount Laguna
d71a1183-0874-413c-b441-9655750e79e6,c224aea6-2d7e-4e13-8906-eff70516549d,National City
17635357-e3ac-4ee6-a08a-044b6e504cc1,c224aea6-2d7e-4e13-8906-eff70516549d,Pine Valley
1fffc929-4fd0-4e67-8def-7ed530a415eb,c224aea6-2d7e-4e13-8906-eff70516549d,Potrero
351feb59-e650-4913-9029-0d3857ba04fa,c224aea6-2d7e-4e13-8906-eff70516549d,Spring Valley
4af40b4f-0e30-401d-be71-94abe88f8955,c224aea6-2d7e-4e13-8906-eff70516549d,Tecate
8d1cc26d-9988-4d6b-9f06-e726f1288005,c224aea6-2d7e-4e13-8906-eff70516549d,Bonsall
8ca03b2b-1968-44c9-b9b3-a5c7ee6fd4c8,c224aea6-2d7e-4e13-8906-eff70516549d,Borrego Springs
ee3bfb60-b669-41bb-87fb-eb21f2415bf8,c224aea6-2d7e-4e13-8906-eff70516549d,Cardiff By The Sea
a8c9cbb1-f08f-4535-a7c5-67af0ea38ae2,c224aea6-2d7e-4e13-8906-eff70516549d,Carlsbad
1a49dd77-cfe7-4bdb-a13b-bb528df62017,c224aea6-2d7e-4e13-8906-eff70516549d,Del Mar
e7ae65a6-ac0b-4de3-97f6-a26b35b1054c,c224aea6-2d7e-4e13-8906-eff70516549d,El Cajon
9134b9a8-33e7-43aa-b987-dd443fb8911b,c224aea6-2d7e-4e13-8906-eff70516549d,Encinitas
76c08d1d-f859-4e0e-9c85-179510734887,c224aea6-2d7e-4e13-8906-eff70516549d,Escondido
f3a2cf96-4895-4e3c-9bbd-de9428fc7205,c224aea6-2d7e-4e13-8906-eff70516549d,Fallbrook
f505f1bb-b06c-47ba-a670-4db8295c6e05,c224aea6-2d7e-4e13-8906-eff70516549d,Julian
376503fd-ef76-4002-8c2e-a44e9a5edd76,c224aea6-2d7e-4e13-8906-eff70516549d,La Jolla
986cc62d-b1bf-4563-8282-8dce797e4079,c224aea6-2d7e-4e13-8906-eff70516549d,Lakeside
f8161e1f-3057-41bd-8ead-704fd573ee6b,c224aea6-2d7e-4e13-8906-eff70516549d,Oceanside
6008ee16-da6d-443f-9fbe-87df64a9b980,c224aea6-2d7e-4e13-8906-eff70516549d,Camp Pendleton
a316d404-e822-4459-8c24-00b29c10be47,c224aea6-2d7e-4e13-8906-eff70516549d,Pala
1c3c8940-c325-4e6e-94c0-f64ece9d3bca,c224aea6-2d7e-4e13-8906-eff70516549d,Palomar Mountain
22de46e9-c67a-44f4-ac90-03f06663aa7d,c224aea6-2d7e-4e13-8906-eff70516549d,Pauma Valley
340dfd44-f052-43fd-958f-d8193e8f5612,c224aea6-2d7e-4e13-8906-eff70516549d,Poway
7b8151e6-27fc-4341-b7bb-0236bec5d6cc,c224aea6-2d7e-4e13-8906-eff70516549d,Ramona
d5955c4c-5e3f-4f92-b79b-58ed164491a9,c224aea6-2d7e-4e13-8906-eff70516549d,Ranchita
06810c17-e81f-4022-8d60-1185e1cab0ce,c224aea6-2d7e-4e13-8906-eff70516549d,Rancho Santa Fe
e03557f7-6d24-4282-a630-0b464aa1e4f3,c224aea6-2d7e-4e13-8906-eff70516549d,San Luis Rey
94b8e2c8-a044-42cd-91b3-e64036414315,c224aea6-2d7e-4e13-8906-eff70516549d,San Marcos
c6d9236c-f6a2-418f-9bc8-64fc69e707a3,c224aea6-2d7e-4e13-8906-eff70516549d,Santa Ysabel
20c02ab7-b2bb-45f9-9588-a80d41ec1fe8,c224aea6-2d7e-4e13-8906-eff70516549d,Santee
f0e4d268-7716-4108-aaa8-3dffd2617b17,c224aea6-2d7e-4e13-8906-eff70516549d,Solana Beach
14e32dc0-01c2-4848-84f4-908fd42b42aa,c224aea6-2d7e-4e13-8906-eff70516549d,Vista
45e26b9d-f15a-4a99-b022-ab6f665e5c1a,c224aea6-2d7e-4e13-8906-eff70516549d,Valley Center
d06bc06f-a074-4a11-8763-38e425a30a41,c224aea6-2d7e-4e13-8906-eff70516549d,Warner Springs
44608303-3d9e-4755-9e57-c73a5a6a1e6e,c224aea6-2d7e-4e13-8906-eff70516549d,San Diego
73202600-43e1-4c4b-a0ee-faca9a989bfa,c224aea6-2d7e-4e13-8906-eff70516549d,Coronado
d7c4d207-68e7-4e84-bd7c-754f34eafa48,c224aea6-2d7e-4e13-8906-eff70516549d,San Ysidro
ded042ec-adf9-42b2-8690-f187d5229660,d3759df9-0d72-4da7-99a1-2e98ba4e9e0b,Indio
4caf07ee-9b7c-4662-b79e-f4a3afa4f9ec,d3759df9-0d72-4da7-99a1-2e98ba4e9e0b,Indian Wells
095bce71-67c9-413f-b301-fee11474e2e3,d3759df9-0d72-4da7-99a1-2e98ba4e9e0b,Palm Desert
7b4d5ee9-4bc3-4ad5-8c31-e7a4b17410af,d3759df9-0d72-4da7-99a1-2e98ba4e9e0b,Banning
e0ef7e17-8b61-4581-a070-156b2be9520b,bea8332d-f513-435d-8ac5-cf20ab516127,Bard
acc5e9e5-02ce-46d4-9c56-30a3e1512f27,d3759df9-0d72-4da7-99a1-2e98ba4e9e0b,Beaumont
1205f76f-51a9-4ad7-9080-5322711e033b,d3759df9-0d72-4da7-99a1-2e98ba4e9e0b,Blythe
714cfdfe-b44b-4260-86a1-2184c18a6e68,bea8332d-f513-435d-8ac5-cf20ab516127,Brawley
50e700e7-19cf-436c-9d3d-02acd5c7a182,d3759df9-0d72-4da7-99a1-2e98ba4e9e0b,Cabazon
87a623ac-a292-41e3-91f1-f59e7271e144,bea8332d-f513-435d-8ac5-cf20ab516127,Calexico
4bef0b7e-55e4-47f9-964f-60528ddbc347,bea8332d-f513-435d-8ac5-cf20ab516127,Calipatria
40fdb476-4d52-4255-bb49-dcbecb5600e9,d3759df9-0d72-4da7-99a1-2e98ba4e9e0b,Cathedral City
50f0269a-a1d5-4ea4-98d8-ad394731e349,d3759df9-0d72-4da7-99a1-2e98ba4e9e0b,Coachella
671f88da-7035-45fa-89d1-6c2dba2a1409,d3759df9-0d72-4da7-99a1-2e98ba4e9e0b,Desert Center
0bfcd547-d90c-4bd1-90c2-26fcbbfc6977,d3759df9-0d72-4da7-99a1-2e98ba4e9e0b,Desert Hot Springs
d820f6bc-f950-4122-bef1-9d3653eac4b6,0844f2bc-f552-4360-8416-24418751222c,Earp
de14c2c5-b3fd-4a85-896c-e36eca8de114,bea8332d-f513-435d-8ac5-cf20ab516127,El Centro
5fae1eb9-4cda-4817-bfc4-ecfcbae3d015,d3759df9-0d72-4da7-99a1-2e98ba4e9e0b,La Quinta
2e089e22-8e62-4a7e-9b37-97e3e7b7d4fd,bea8332d-f513-435d-8ac5-cf20ab516127,Heber
da064e90-00ee-4efb-bd62-d71286e5ce26,bea8332d-f513-435d-8ac5-cf20ab516127,Holtville
42c25d89-0955-4d25-897e-aeb57013d90b,bea8332d-f513-435d-8ac5-cf20ab516127,Imperial
25733dbf-ec1e-4b95-8c37-56d184e52c55,0844f2bc-f552-4360-8416-24418751222c,Joshua Tree
98e3f989-7423-4506-8145-e7fc1152a809,d3759df9-0d72-4da7-99a1-2e98ba4e9e0b,Mecca
9b8044ec-0dc8-4223-9e58-d6869a22860e,0844f2bc-f552-4360-8416-24418751222c,Morongo Valley
c6961dcc-dd88-4407-9b01-c9d73273e345,bea8332d-f513-435d-8ac5-cf20ab516127,Niland
769b8e8f-5ce0-47aa-822f-d4bed52eac7e,d3759df9-0d72-4da7-99a1-2e98ba4e9e0b,North Palm Springs
b19cea43-6167-444f-bb7f-c7685ee3b9bf,bea8332d-f513-435d-8ac5-cf20ab516127,Ocotillo
60931144-7059-49f1-ba01-2dffb03cf321,d3759df9-0d72-4da7-99a1-2e98ba4e9e0b,Palm Springs
982d8cf8-0f43-4409-ab6e-d80c2951453c,bea8332d-f513-435d-8ac5-cf20ab516127,Palo Verde
9b3082ac-c25e-49c0-88ba-3465367498b9,0844f2bc-f552-4360-8416-24418751222c,Parker Dam
98d9c295-96d3-41e1-a1dc-fb5adbb3e217,0844f2bc-f552-4360-8416-24418751222c,Pioneertown
a46a503f-ff91-4c3d-b8bc-bbeb68a7a8e9,d3759df9-0d72-4da7-99a1-2e98ba4e9e0b,Rancho Mirage
7ed10810-6479-4427-b8c1-b71b4cddada7,bea8332d-f513-435d-8ac5-cf20ab516127,Seeley
8f19985c-a3a6-4835-acdf-5610bf8a4fad,d3759df9-0d72-4da7-99a1-2e98ba4e9e0b,Thermal
5e93d1aa-a1d1-4485-ac78-485a84b80094,bea8332d-f513-435d-8ac5-cf20ab516127,Salton City
d03edb83-9e88-42a3-b2d6-07888e255247,d3759df9-0d72-4da7-99a1-2e98ba4e9e0b,Thousand Palms
bd1130a4-dbd1-4203-94dd-c4c389bde6c7,0844f2bc-f552-4360-8416-24418751222c,Twentynine Palms
